dataset_row_id,title,true_factors,pred_factors,tp_factors,fp_factors,fn_factors,true_count,pred_count,sample_f1,sample_jaccard,needs_review
410,Мать и дочь получили в Севастополе по 12 лет колонии за госизмену,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
411,Кишинев передал Тирасполю предложения по преодолению энергокризиса,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
412,"Частный акционер остался во главе совета директоров ""Петербургского нефтетерминала""",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
415,"ФСБ сообщила о задержании москвича, готовившего диверсию на железной дороге",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
416,Эксперты Citi ждут продолжения роста цен на медь в 2026 году,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
426,"В США в IV квартале производительность труда выросла на 1,2%, слабее прогноза",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
428,"Малоликвидные акции ПАО ""Лензолото"" дешевеют на новостях о планах ликвидации компании",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
433,"Глава ГК ""Ташир"" Карапетян освобожден из-под стражи и помещен под домашний арест",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
434,"Объем грузоперевозок по сети РЖД снизился за 7 месяцев на 6,2%, до 739,3 млн т",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
436,Потребительские цены в Германии в июне выросли на 2%,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
437,"МИД Киргизии призвал своих граждан из ""черного списка"" в РФ легализовать правовой статус",international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
438,Хакеры атаковали сайты госструктур Бельгии,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
446,Финтех-подразделение Ozon размещает ЦФА на 3 млрд рублей,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
458,"Число сбитых БПЛА, летевших на Москву, увеличилось до 26",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
467,"""Аэрофлот"" в июле привлек 40 млрд рублей заемных средств",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
469,В Москве возбуждено дело об ограблении отделения почты почти на 5 млн рублей,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
470,Клинические исследования импортных ветеринарных препаратов будут возможны только в РФ,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
472,Жители Ингушетии получили 25 лет на двоих за подготовку к диверсии,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
475,Рубль утром немного дешевеет к юаню,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
487,Число сбитых на подлете к столице беспилотников достигло 25,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
489,"Орбан не видит препятствий для возобновления поставок нефти по ""Дружбе""",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
493,"В ""НОВАТЭКе"" посоветовали Европе сначала найти, на что заменить газ с ""Ямала СПГ""",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
494,Эстонские криптомошенники согласились вернуть $400 млн в США,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
495,"Площадь лесных пожаров в Якутии увеличилась до 21,4 тыс. га",air_pollution,air_pollution,air_pollution,,,1,1,1.0,1.0,False
499,"""Мегафон"" в I полугодии нарастил выручку до 241,3 млрд рублей",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
500,"Прирост запасов ""Сургутнефтегаза"" восполнил добычу в 2024 году",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
501,"Акционеры ""Полюса"" одобрили финальные дивиденды за 2024 год в 73 руб. на акцию",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
510,Росфинмониторинг и ЦБ обсуждают уточнение критериев подозрительных операций по линии незаконного оборота наркотиков,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
513,Страны ОТГ договорились активизировать усилия по сотрудничеству в оборонной промышленности,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
518,В Таганроге после ночной атаки обнаружены обломки БПЛА,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
527,Ритейлер Costco увеличил квартальную выручку сильнее прогнозов,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
532,"Нефть слабо дешевеет, Brent торгуется у $63,2 за баррель",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
550,Саудовская Аравия нанесла удары по порту Эль-Мукалла в Йемене,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
554,Тридцать три беспилотника нейтрализованы с 09:00 до 16:00 над регионами России,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
558,Ведется опрос водителя фуры после атаки дронов в Иркутской области,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
563,"Владислав Бакальчук зарегистрировал компанию ""ВБ Тех"" в сфере разработки ПО",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
564,"Brent подешевела до $76,38 за баррель",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
565,Российская армия взяла под контроль населенный пункт Липовое в ДНР,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
579,В Польше проведут заседание Комитета нацбезопасности после взрыва на железной дороге,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
582,Дума рассмотрит поправки о спецмерах для борьбы с терроризмом во II чтении 2 декабря,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
586,Бразилия предлагает создать Совет ООН по изменению климата на базе Генассамблеи,air_pollution,air_pollution,air_pollution,,,1,1,1.0,1.0,False
588,"Ирландский ЦБ оштрафовал Coinbase на 21,5 млн евро",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
590,"РФ остается крупнейшим поставщиком газа, нефти и нефтепродуктов в Турцию",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
594,Бывшего свердловского вице-губернатора Чемезова могут перевести под домашний арест,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
596,Цены на российских АЗС значительно выросли в новогодние каникулы,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
599,Рубль утром понижается в паре с юанем перед пятничным заседанием ЦБ РФ по ставке,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
601,Добыча ОПЕК+ в декабре отстала от плана на 780 тыс. б/с,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
602,Военно-Грузинскую дорогу закрыли из-за угрозы схода селей,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
603,"Глава ЕЦБ сообщила, что темп роста экономики еврозоны, вероятно, замедлится в III квартале",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
604,Китайская СNNC возглавит консорциум по строительству еще одной АЭС в Казахстане,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
606,"""Газпром"" и Минсельхоз подготовили пилот внедрения автономной генерации в АПК",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
607,"Проект закона о наказании для водителей за ""лекарственное опьянение"" принят в I чтении",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
616,Участок федеральной трассы Р-239 в Оренбуржье перекрыт из-за непогоды,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
621,Саудовская Аравия в феврале снизит цены на нефть для всех регионов,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
624,Аэропорты Иванова и Ярославля возобновили работу,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
627,Военно-Грузинскую дорогу открыли для легкового транспорта и автобусов,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
628,РФ в 2024 году увеличила экспорт макаронных изделий более чем на 10%,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
630,Герасимов доложил президенту о наступлении на всех направлениях в зоне СВО,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
631,"Moody's подтвердило рейтинги Китая на уровне ""A1"" с ""негативным"" прогнозом",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
634,Российские военные сбили 37 беспилотников ВСУ над тремя областями,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
643,Минэнерго России и Белоруссии обсудили формирование общих энергорынков,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
647,"Товарооборот между РФ и КНР в первом квартале 2025 года сократился на 6,6%",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
650,Superjet 100 с иностранными двигателями смогут летать до 2028-2029 годов,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
652,Amplats в 2024 году снизила выпуск платиноидов на 7%,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
654,Правительство сохранило статус государственных научных центров за 43 организациями,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
655,"Лондон продлил лицензию на операции с зарубежными дочками ""ЛУКОЙЛа"" до 25 августа",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
656,Матвиенко заявила об импортонезависимости от целого ряда важных позиций,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
659,Девелопер Glorax установил цену IPO в 64 рубля за акцию,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
661,В пяти регионах юга России более 50% детей мигрантов сдали тест по русскому,international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
663,ЭКГ-рейтинг может быть расширен для внедрения в систему закупок госкомпаний,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
664,В КНР сообщили об опасных маневрах пограничных кораблей Филиппин в Южно-Китайском море,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
668,Рубль утром понижается в паре с юанем на фоне относительно стабильной нефти,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
671,Украинский военный осужден на 15 лет за преступления в курском приграничье,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
672,Anglo American начала переговоры с банками о возможном IPO De Beers,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
681,Суд РФ отменил обеспечительные меры по иску о запрете американской NCH Capital,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
682,"Венгерская MOL в 2,5 раза увеличит поставки нефти в Сербию",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
683,Глава ЦБ сообщила о продолжении обсуждения идеи субсидировать выход на рынок капитала,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
686,Нигерия планирует закупить у России сельхозтехнику на более чем 10 млрд рублей,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
688,"Что произошло за день: понедельник, 24 ноября",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
692,Минэнерго РФ настаивает на ускорении строительства Хабаровской ТЭЦ-4,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
693,"Стоимость порта ""Лавна"" превысила 87 млрд рублей",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
694,Мишустин пообещал стимулировать спрос на разработки в станкостроении для поддержки отрасли,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
700,ФАС продолжит донастройку дифференцированных тарифов в энергетике,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
703,"На ""Мосбирже"" рубль заметно подорожал к юаню",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
704,"Парламент Египта одобрил присуждение ""ЛУКОЙЛу"" двух концессий",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
707,"""Ростелеком"" предложил строить общие для крупных компаний электростанции под ЦОД для ИИ",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
708,"Цена размещения в рамках SPO МТС-банка составит 1380,5 руб./АО",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
712,В Севастополе возобновил работу морской пассажирский транспорт,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
713,Аэропорт Саратова временно не обслуживает рейсы,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
716,Китай ввел независимый таможенный режим для острова Хайнань,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
719,"Аэропорты в Ярославле, Нижнем Новгороде и Иванове возобновили работу",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
722,"В России повысились минимальные цены на водку, коньяк и бренди",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
724,Руандийская армия при поддержке повстанцев наступает на востоке Демократической Республики Конго,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
730,Доля продовольственной пшеницы в урожае-2025 в РФ остается на уровне прошлого года,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
731,"""Ростелеком"" размещает ЦФА на 2 млрд рублей на платформе Альфа-банка",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
737,Российские военные уничтожили за сутки 178 украинских беспилотников,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
738,"Несколько дронов ВСУ сбито в Белгородской области, пострадавших нет",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
739,Поставку в Россию 40 кг кокаина из Латинской Америки пресекли в Петербурге,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
740,"""Мираторг"" сообщил о штатной работе предприятий в Брянской области после атак БПЛА",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
741,Продажи чипов в мире в 2026 году приблизятся к $1 трлн,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
743,Полиция Италии задержала 384 человека в рамках антинаркотической операции,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
749,Путин заявил о загрузке мощностей ОПК по максимуму,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
751,"""Малый порт"" в Приморье в январе увеличил перевалку угля на экспорт на 20%",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
757,БПЛА атаковал автомобиль председателя белгородского избиркома,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
759,ВТБ не исключает покупки других банков при благоприятных условиях,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
761,ВТБ вновь попытается получить согласие держателей валютных субордов на рублификацию выпусков,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
762,"""Яндекс Драйв"" за два года планирует запустить франшизу каршеринга в городах с населением от 500 тыс.",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
763,В Тегусигальпе произошли беспорядки из-за задержки итогов президентских выборов,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
766,SEC подала иск против Илона Маска в связи с обстоятельствами покупки им Twitter,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
776,Число заявок на пособие по безработице в США выросло больше прогнозов,unemployment_rate,unemployment_rate,unemployment_rate,,,1,1,1.0,1.0,False
779,Австралийская Woodside и Hyundai оценят возможности СПГ-сотрудничества,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
780,"Brent подешевела до $68,24 за баррель",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
782,В Евросоюзе число банкротств в I квартале снизилось,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
789,TSMC в III квартале увеличила чистую прибыль на 39% до рекорда,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
792,"Ритейлер ""О`Кей"" в IV кв. увеличил выручку на 5,3%, в целом за 2024 г. - на 5,5%",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
793,"""АБ Холдинг"" отсудил у кипрской ABH Financial ее пакет в Альфа-банке",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
795,Глава Банка Англии по-прежнему обеспокоен динамикой британского ВВП,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
802,Китай приостанавливает действие ограничений на экспорт некоторых РЗМ в США,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
803,Пензенский аэропорт вновь обслуживает рейсы,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
812,Disney отчитался о квартальной чистой прибыли,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
815,МВД Германии продлит пограничный контроль до сентября,international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
821,"Прорабатывается возможность для россиян расплачиваться в Китае картами ""Мир"" и по QR-кодам",international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
826,Полиция Южной Кореи вновь не сумела обыскать офис службы безопасности Юн Сок Ёля,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
832,Поставки газа из РФ в Армению приостановлены из-за ремонта на газопроводе в Грузии,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
838,"Hyatt купит Playa Hotels за $2,6 млрд",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
839,Росфинмониторинг внес Леонида Гозмана в перечень террористов и экстремистов,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
843,"""Объединенные пивоварни"" сменили название на ""Пивоварни Бочкарев""",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
851,В случае непубличного признания компании ЭЗО ее владельца будут об этом информировать,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
858,В Удмуртии отменили введенный после атаки БПЛА в Ижевске режим ЧС,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
863,"Министры ОПЕК+ и ""восьмерки"" подтвердили ранее принятые решения об уровнях добычи на 2026 г. и I кв.",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
864,Госдума приняла закон о дистанционном открытии счетов в рамках ЭПР,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
865,"План ""Ковер"" действует в Пензенской области",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
866,"Нетаньяху заявил, что Израиль должен сам обеспечивать себя вооружениями",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
878,"В АПК доля российских семян сахарной свеклы в 2025 году выросла в 2,4 раза до 19%",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
880,Аэропорт Владикавказа возобновил работу,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
884,Военные РФ заявили об уничтожении 20 украинских дронов над Белгородской областью,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
886,Президент заявил о росте в РФ числа преступлений экстремистской направленности,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
891,"Грузооборот морских портов РФ в январе сократился на 7% г/г, до 67 млн тонн",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
898,"Финтех-подразделение Ozon разместит ЦФА на 1,5 млрд рублей",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
903,ЦБ ужесточит требования к оценке банками финансового положения компаний,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
904,На комиссии в Госдуме заявили о трудностях с легализацией граждан Киргизии,international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
909,ЦАХАЛ сообщил о новой волне ударов по Тегерану,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
912,В Пензенской области возбудили уголовное дело из-за нападения на главу района,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
915,"Brent подешевела до $60,99 за баррель",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
921,Малому бизнесу профинансируют восстановление памятников на 9 млрд рублей,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
923,КНР проходит летний пик потребления газа на уровне прошлогодних значений,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
924,Движение по Крымскому мосту возобновлено,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
928,"Brent подешевела до $77,3 за баррель",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
930,"Оборот ""Софтлайна"" в 2025 году вырос на 9% до 131,8 млрд рублей",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
936,"Первые два причальных устройства КТК будут заменены на импортные, ВПУ-3 - на отечественный",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
937,"Pfizer близок к покупке Metsera за сумму до $7,3 млрд",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
943,Аналитики прогнозируют сохранение ставки ЦБ РФ на уровне 21%,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
944,Неквалифицированным инвесторам откроют доступ к ЦФА через традиционные биржи,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
947,"Ритейлер Henderson в 2024 году увеличил выручку на 24,2%, до 20,8 млрд рублей",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
951,Рубль утром вырос к юаню на фоне активно дорожающей нефти,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
952,Аэропорт Пулково возобновил обслуживание рейсов,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
960,Участники рынка обсуждают запрет экспорта бензина для производителей на фоне роста цен,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
973,ГАИ будет проверять иностранцев по реестру контролируемых лиц перед экзаменами на права,international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
975,Полиция в грузинском Батуми провела задержания на акции протеста,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
976,"Суд удовлетворил иск Сбера о взыскании с его бывшей британской ""дочки"" 12,5 млн фунтов",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
978,"Brent торгуется у $65,84 за баррель",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
979,Более 30 БПЛА уничтожено за сутки над Белгородской областью,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
991,Рубль утром слабеет в паре с юанем на фоне небольшого снижения цен на нефть,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
992,Арестован второй соответчик по иску к председателю Совета судей Момотову,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
993,Суд оштрафовал Apple и WhatsApp на миллионы рублей,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
994,Торги акциями LG Electronics India после IPO начнутся 14 октября,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
999,Объем закупок крупнейших госкомпаний у самозанятых за 9 месяцев вырос почти в 3 раза,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
3,Старт вечерней сессии на срочном рынке Мосбиржи задерживается,,,,,,0,0,1.0,1.0,False
4,Аэропорты Волгограда и Краснодара приостановили работу,,,,,,0,0,1.0,1.0,False
9,В посольстве РФ рассказали о планах Британии отказаться от российского урана к 2028 году,,,,,,0,0,1.0,1.0,False
14,Президент РФ считает несправедливым перекладывание на сегодняшних немцев вины за прошлое,,,,,,0,0,1.0,1.0,False
22,Памятник - символ идеи русской Свободы появится в Нижнем Новгороде,,,,,,0,0,1.0,1.0,False
29,Парламент Эстонии принял закон о церквях и приходах вопреки рекомендациям президента,,,,,,0,0,1.0,1.0,False
35,"Кремль не стал конкретизировать, какие документы привез Дмитриев после переговоров в Майами",,,,,,0,0,1.0,1.0,False
48,Страны G7 обсудили введение дополнительных санкций в отношении России,,,,,,0,0,1.0,1.0,False
49,Путин поздравил Лукашенко с днем рождения,,,,,,0,0,1.0,1.0,False
56,Российские ледоколы помогают финским судам в Финском заливе,,,,,,0,0,1.0,1.0,False
57,"Резкое понижение температуры произойдет в регионах Поволжья, Урала и запада Сибири",,,,,,0,0,1.0,1.0,False
88,"Песков заявил, что Россия обдумает предложение о 30-дневном перемирии на Украине",,,,,,0,0,1.0,1.0,False
118,Шеф Пентагона распорядился на 20% сократить число четырехзвездных генералов в армии,,,,,,0,0,1.0,1.0,False
141,Лавров в понедельник проведет заседание комиссии по прикаспийскому сотрудничеству,,,,,,0,0,1.0,1.0,False
144,Премьер Польши попросит парламент проголосовать о доверии его правительству,,,,,,0,0,1.0,1.0,False
146,Минфин США разрешил операции с нефтью из Венесуэлы для американских юрлиц,,,,,,0,0,1.0,1.0,False
175,"Си Цзиньпин приглашен в Москву на 9 мая, Путина ждут в сентябре в Пекине",,,,,,0,0,1.0,1.0,False
178,Игорю Стрелкову не удалось обжаловать отказ суда смягчить наказание,,,,,,0,0,1.0,1.0,False
179,"Международные резервы РФ в январе увеличились на 1,9% до $620,8 млрд",,,,,,0,0,1.0,1.0,False
196,Синоптики спрогнозировали ночные заморозки в регионах европейской части РФ,,,,,,0,0,1.0,1.0,False
213,Уиткофф заявил о намерении США получить бессрочное соглашение с Ираном по атому,,,,,,0,0,1.0,1.0,False
214,РСА определил 10 регионов с максимальной долей судебных издержек по ОСАГО,,,,,,0,0,1.0,1.0,False
219,"Трамп обещал назначить новым главой ФРС человека, выступающего за снижение ключевой ставки",,,,,,0,0,1.0,1.0,False
221,"США хотят ликвидации ядерной программы Ирана, но готовы на компромиссы",,,,,,0,0,1.0,1.0,False
229,На Солнце произошла самая крупная вспышка с 19 июня,,,,,,0,0,1.0,1.0,False
235,"Песков назвал создание системы ПРО ""Золотой купол"" суверенным делом США",,,,,,0,0,1.0,1.0,False
242,Сенатор Джонсон начинает расследование о состоянии здоровья Байдена во время его президентства,,,,,,0,0,1.0,1.0,False
246,"Премьер Словакии заявил, что Зеленский не разрешил инспекцию нефтепровода ""Дружба""",,,,,,0,0,1.0,1.0,False
249,Временные ограничения сняты в аэропортах Самары и Ульяновска,,,,,,0,0,1.0,1.0,False
251,"Что случилось этой ночью: понедельник, 13 января",,,,,,0,0,1.0,1.0,False
257,Песков заявил об отсутствии решений по Эр-Рияду как месту встречи Путина и Трампа,,,,,,0,0,1.0,1.0,False
267,Доля крупнейших банков на аукционах ОФЗ в августе упала до минимума в 2025 г.,,,,,,0,0,1.0,1.0,False
272,"Трамп заявил, что открыт к идее встречи с Путиным и Зеленским",,,,,,0,0,1.0,1.0,False
284,Очереди автомашин перед Крымским мостом устранены,,,,,,0,0,1.0,1.0,False
289,OFAC продлило лицензию для обязательных платежей в РФ на очередной квартал,,,,,,0,0,1.0,1.0,False
296,"Лавров отметил необходимость понять, что стоит за словами Трампа о 50 днях на сделку по Украине",,,,,,0,0,1.0,1.0,False
307,Президент Панамы назвал ложью слова о восстановлении контроля США над Панамским каналом,,,,,,0,0,1.0,1.0,False
309,"SoftBank Group намерена привлечь $4,1 млрд от размещения бондов",,,,,,0,0,1.0,1.0,False
310,Аэропорт Ижевска временно не обслуживает рейсы,,,,,,0,0,1.0,1.0,False
