dataset_row_id,title,section,gold_direct,gold_context,gold_weak,pred,missed_direct,missed_context,missed_weak,extra_pred,n_missed,n_extra,full_text
49,Путин поздравил Лукашенко с днем рождения,В России,,,,consumer_price_index;enterprises_count;industrial_production_index;international_inflow;international_outflow;per_capita_income;real_income_index;unemployment_rate,,,,consumer_price_index;enterprises_count;industrial_production_index;international_inflow;international_outflow;per_capita_income;real_income_index;unemployment_rate,0,8,"Москва. 31 августа. INTERFAX.RU - Президент России Владимир Путин поздравил президента Белоруссии Александра Лукашенко с Днем рождения, отметив его вклад в развитие многопланового сотрудничества между двумя странами, в защиту общих законных интересов Москвы и Минска на международной арене.  ""Мы, конечно, продолжим конструктивный, содержательный диалог и тесную совместную работу по дальнейшему наращиванию двусторонних связей на всех направлениях, а также по упрочению институтов Союзного государства и продвижению взаимовыгодных интеграционных процессов на евразийском пространстве"", - говорится в поздравлении, опубликованном на сайте Кремля."
56,Российские ледоколы помогают финским судам в Финском заливе,В России,enterprises_count,,,industrial_production_index;international_inflow;international_outflow,enterprises_count,,,industrial_production_index;international_inflow;international_outflow,1,3,"Москва. 26 февраля. INTERFAX.RU - Российские ледоколы оказывают помощь финским грузовым суднам, застрявшим во льдах Финского залива, сообщает в четверг агентство транспортной инфраструктуры Финляндии.  ""Преобладающая сложная ледовая ситуация и ветровые условия привели к тому, что несколько грузовых судов застряли во льдах в международном морском районе Финского залива и в территориальном море Финляндии. В соответствии с обычной зимней навигационной практикой судам оказывается помощь при международном сотрудничестве с российскими ледоколами"", - говорится в сообщении.  ""Исходя из индивидуальных запросов Финского агентства транспортной инфраструктуры, российский ледокол может оказывать помощь грузовому судну также в финском территориальном море"", - сообщает агентство, которое отвечает за организацию зимней навигации в Финляндии.  Ведомство подчеркивает, что ""цель - обеспечить безопасность н"
57,"Резкое понижение температуры произойдет в регионах Поволжья, Урала и запада Сибири",В России,consumer_price_index,,,air_pollution;consumer_price_index,,,,air_pollution,0,1,"Москва. 6 декабря. INTERFAX.RU - Температура в регионах Приволжского, Уральского и Сибирского федеральных округов понизится в начале следующей недели, в отдельных регионах температура упадет сразу на 25 градусов, сообщил ""Интерфаксу"" научный руководитель Гидрометцентра России Роман Вильфанд.  ""На европейской территории России температурный фон будет выше нормы, по-прежнему воздушные массы перемещаются с запада, но начнутся изменения: меняется циркуляция, понижение температуры начнется с востока европейской части России. Прежде всего, это касается Приволжского федерального округа"", - сказал Вильфанд.  Он уточнил, что в Татарстане после выходных, когда температура будет около нуля, в понедельник произойдет понижение сразу на 7-8 градусов, днем и ночью температура будет минус 7 - минус 10 градусов. ""Еще более значительное понижение температуры в Оренбургской области. Там в выходные температ"
61,Глава комитета Госдумы Боярский призвал РКН не допустить распространения видео и фото с трагедией в Одинцове,В России,,,crime_count,crime_count;life_expectancy;mortality_rate,,,,life_expectancy;mortality_rate,0,2,"Москва. 16 декабря. INTERFAX.RU - Председатель комитета Госдумы по информационной политике Сергей Боярский считает недопустимым распространение видео и фото с трагедией в Одинцове.  ""Распространение видео и фото с трагедией в Одинцово считаю категорически недопустимым и аморальным. Призываю Роскомнадзор принять все необходимые меры"", - написал Боярский в своем канале в Мах."
89,В РФ изменят процедуру контроля за соблюдением требований к проведению экзамена для мигрантов,В России,,international_inflow,,crime_count;international_inflow;international_outflow,,,,crime_count;international_outflow,0,2,"Москва. 30 мая. INTERFAX.RU - В России начнут действовать изменения в процедуре контроля за исполнением требований к проведению экзамена для мигрантов, сообщается на сайте Рособрнадзора в пятницу.  ""В России начнут действовать изменения в осуществлении федерального государственного контроля (надзора) за соблюдением обязательных требований к проведению экзамена на подтверждение иностранцами владения русским языком, знания истории и основ законодательства РФ и выдаче иностранным гражданам сертификата"", - говорится в сообщении.  В ведомстве уточнили, что нововведения касаются того, как часто будут проводиться плановые проверки и профилактические визиты. Кроме того, дополнятся критерии добросовестности, установленные для контролируемых лиц, деятельность которых отнесена к категории высокого риска. Срок проведения мероприятий не может превышать десять рабочих дней.  ""Установлен порядок исполь"
93,"Минобороны РФ сообщило о продвижении группировки ""Восток"" в глубину обороны ВСУ",В России,,population_size,,crime_count;life_expectancy;mortality_rate,,population_size,,crime_count;life_expectancy;mortality_rate,1,3,"Москва. 6 декабря. INTERFAX.RU - Группировка войск ""Восток"" продвигается в глубину обороны вооруженных сил Украины, нанесены удары по украинским подразделениям в Запорожской области, в том числе в районе Гуляйполя, сообщили в Минобороны РФ в субботу.  ""Подразделения группировки войск ""Восток"" продолжили продвижение в глубину обороны противника. Нанесли поражение формированиям механизированной, штурмовой бригад, двух штурмовых полков ВСУ и двух бригад теробороны в районах населенных пунктов Косовцево, Белогорье, Гуляйполе и Прилуки Запорожской области"", - говорится в его сообщении.  По данным ведомства, украинская армия за сутки в зоне ответственности группировки ""Восток"" потеряла до 235 военных.  ""Подразделения ""Южной"" группировки войск улучшили тактическое положение. Нанесли поражение формированиям четырех механизированных, десантно-штурмовой бригад ВСУ, бригады морской пехоты, бригады "
95,Военные заявили о продвижении в Запорожской и Днепропетровской областях,В России,,population_size,,crime_count;internal_departures;life_expectancy;mortality_rate,,population_size,,crime_count;internal_departures;life_expectancy;mortality_rate,1,4,"Москва. 7 октября. INTERFAX.RU - Российская армия продвигается в Запорожской и Днепропетровской областях после установления контроля над селом Нововасилевское, сообщило Минобороны РФ во вторник.  Успешные боевые действия против ВСУ в Запорожской и Днепропетровской областях ведет группировка ""Восток"", сказано в сообщении министерства.  Штурм Нововасилевского провел 394-й мотострелковой полк 5-ой общевойсковой армии, сообщило министерство.  ""В ходе наступательных действий воины-приморцы освободили населенный пункт от формирований ВСУ и водрузили на его территории флаги Российской Федерации, взяв под контроль участок местности более 4 квадратных километров по правому берегу реки Янчур"", - говорится в сообщении Минобороны РФ."
201,Путин сообщил о сотрудничестве с Индией в производстве вооружений,В России,industrial_production_index,,,enterprises_count;industrial_production_index;international_inflow,,,,enterprises_count;international_inflow,0,2,"Москва. 2 октября. INTERFAX.RU - Россия и Индия вместе производят современные перспективные виды вооружений, заявил президент Владимир Путин на сессии международного дискуссионного клуба ""Валдай"".  ""В сфере безопасности у нас очень доверительные отношения. Мы занимаемся совместным производством некоторых очень современных перспективных видов вооружений"", - сказал он.  ""Это лишний раз подчеркивает то доверие, которое сложилось между нашими странами"", - отметил президент."
225,"Рост цен на бензин в РФ с 11 по 17 февраля ускорился до 0,21%",Экономика,consumer_price_index,,,consumer_price_index;per_capita_income;real_income_index,,,,per_capita_income;real_income_index,0,2,"Москва. 19 февраля. INTERFAX.RU - Потребительские цены на бензин в России с 11 по 17 февраля выросли на 0,21% после повышения на 0,06% с 4 по 10 февраля и на 0,11% с 28 января по 3 февраля, сообщил в среду Росстат.  По отношению к началу года цены к 17 февраля выросли на 0,94% (общая инфляция за этот период составила 1,71%).  Средняя стоимость литра бензина по стране на 17 февраля составляла 58,93 руб. (на 10 февраля - 58,81 руб.). Стоимость литра АИ-92 равнялась 55,78 руб. (55,65 руб.), АИ-95 - 60,89 руб. (60,77 руб.), АИ-98 - 83,56 руб. (83,44 руб.).  Потребительские цены на дизельное топливо в РФ с 11 по 17 февраля увеличились на 0,13% после роста на 0,05% с 4 по 10 февраля и на 0,12% с 28 января по 3 февраля. Средняя цена ДТ в стране на 17 февраля составляла 70,86 руб. за литр (70,77 руб.).  Как сообщалось, потребительские цены на бензин в РФ в 2024 году выросли на 11,13%, что оказал"
247,В I чтении принят проект об увеличении сроков геологоразведки для двух районов ХМАО,В России,per_capita_income;consumer_price_index;industrial_production_index,population_size;real_income_index;enterprises_count,,consumer_price_index;enterprises_count;industrial_production_index,per_capita_income,population_size;real_income_index,,,3,0,"Москва. 2 апреля. INTERFAX.RU - Госдума приняла в первом чтении депутатский законопроект, который предлагает для Березовского и Белоярского районов Ханты-Мансийского автономного округа - Югры (ХМАО) увеличить с 5 до 7 лет срок предоставления участков недр в пользование для геологического изучения.  Документ ( №774559-8 ) был внесен в парламент в ноябре 2024 года. Среди авторов - первый зампред комитета Госдумы по бюджету и налогам Ольга Ануфриева, председатель комитета по природным ресурсам Дмитрий Кобылкин. Поправки предлагается внести в закон ""О недрах"".  В начале 2024 года Госдума приняла закон, который включил эти два района в Арктическую зону.  ""Данные территории ХМАО - Югры отнесены к районам Крайнего Севера и характеризуются сложными природными условиями. Климат резко континентальный с продолжительным холодным зимним периодом с октября по апрель включительно и высоким снежным покр"
284,Очереди автомашин перед Крымским мостом устранены,В России,,international_inflow,,consumer_price_index;internal_arrivals;international_inflow,,,,consumer_price_index;internal_arrivals,0,2,"Москва. 1 июля. INTERFAX.RU - Очереди к досмотровым пунктам при въезде на Крымский мост полностью ликвидированы, сообщили во вторник в инфоцентре, освещающем ситуацию на автомобильных подходах к мосту.  ""Движение автотранспорта по Крымскому мосту восстановлено"", - говорится в сообщении.  Количество машин, ожидающих проезда по Крымскому мосту, росло с утра понедельника, к 13:00 по Москве превысило тысячу. Более тысячи машин в очереди фиксировали и в воскресенье."
294,Решетников сообщил об упрощении визового режима для иностранных туристов,В России,,international_inflow,consumer_price_index;industrial_production_index,consumer_price_index;international_inflow,,,industrial_production_index,,1,0,"Москва. 15 октября. INTERFAX.RU - Россия для привлечения иностранных туристов упрощает визовый режим и расширяет географию авиасообщения, сообщил в комитете Госдумы по бюджеты глава Минэкономразвития Максим Решетников.  ""Работаем по нескольким направлениям для развития въездного туризма, который у нас обеспечивает рост экспорта услуг. Здесь у нас и мероприятия, связанные с упрощением визового режима, которые мы совместно с МИДом реализуем. Расширение авиасообщения - то, что мы с Минтрансом делаем"", - сказал он.  Уже запущены прямые рейсы в Бахрейн, Катар, Оман, Вьетнам, Индонезию.  Решетников добавил, что Минэкономразвития помогает регионам формировать привлекательные для зарубежных гостей и турфирм туристические продукты.  ""Не сказать, что мы здесь все вопросы решили. К сожалению, не все регионы пока имеют внятные стратегии продвижения. Но будем всей этой работой заниматься и будем прод"
305,"До 32 выросло число сбитых БПЛА, летевших на Москву в понедельник",В России,crime_count,,,crime_count;life_expectancy;mortality_rate,,,,life_expectancy;mortality_rate,0,2,"Москва. 27 октября. INTERFAX.RU - Мэр Москвы Сергей Собянин сообщил еще о двух сбитых БПЛА, летевших в направлении столицы, общее число нейтрализованных с ночи понедельника беспилотников выросло до 32.  В своем телеграм-канале он отметил, что на месте падения обломков работают специалисты экстренных служб.  В ночь на понедельник Собянин сообщил о 30 сбитых БПЛА, летевших в направлении Москвы."
329,"Мужчине, пытавшемуся отравить 70 летчиков РФ, ужесточили приговор до пожизненного",В России,consumer_price_index;industrial_production_index;mortality_rate,life_expectancy;crime_count,male_population,crime_count;life_expectancy;mortality_rate,consumer_price_index;industrial_production_index,,male_population,,3,0,"Москва. 30 сентября. INTERFAX.RU - Апелляционный военный суд по представлению прокуратуры Краснодарского края увеличил наказание в виде 27 лет лишения свободы до пожизненного уроженцу Мелитополя Егору Семенову, пытавшегося осуществить массовое отравление российских летчиков, сообщила Генпрокуратура РФ.  ""Суд апелляционной инстанции удовлетворил представление прокуратуры, изменил приговор и назначил осужденному наказание в виде пожизненного лишения свободы"", - сказали в надзорном ведомстве.  Ранее Южный окружной военный суд приговорил Семенова к 27 годам лишения свободы с отбыванием первых пяти лет в тюрьме, а оставшейся части - в исправительной колонии строгого режима с ограничением свободы на срок 1 год 6 месяцев.  Следствием и судом установлено, что в феврале 2023 года Семенов связался с представителем спецслужб Украины и изъявил желание оказывать содействие ВСУ.  ""В марте 2023 года на"
351,"ЦИК РФ введет ГАС ""Выборы"" версии 2.0 в постоянную эксплуатацию с 6 февраля",В России,per_capita_income;consumer_price_index,real_income_index,industrial_production_index,enterprises_count;industrial_production_index;international_outflow,consumer_price_index;per_capita_income,real_income_index,,enterprises_count;international_outflow,3,2,"Москва. 28 января. INTERFAX.RU - Центризбирком России решил ввести Государственную автоматизированную систему (ГАС) ""Выборы"" версии 2.0 из режима опытной эксплуатации в постоянную с 6 февраля. Это решение было единогласно принято членами комиссии на заседании в среду.  ""Все, что было до этого, было на иностранных инструментах, программных продуктах, которые прекратили поддерживаться их создателями, по разным причинам прекратили поддерживать обновления (...). Созданный сегодня продукт, который мы называем ГАС ""Выборы"" 2.0, подтвердил свою дееспособность"", - сказал на заседании зампредседателя ЦИК РФ Николай Булаев.  ""Системы такого уровня не могут создаваться в одиночестве, кулуарно и не могут быть запущены в действие без взаимодействия с другими органами власти. В первую очередь, мы взаимодействовали с МВД РФ в части уже наполнения продуктами; с Федеральной налоговой службой (...). Это в"
352,Дюмин предложил пересмотреть некоторые механизмы поддержки участников СВО,В России,,,international_inflow;per_capita_income,children_benefits;hospitals;living_wage;per_capita_income,,,international_inflow,children_benefits;hospitals;living_wage,1,3,"Москва. 29 сентября. INTERFAX.RU - Некоторые вопросы поддержки участников СВО требуют урегулирования и внедрения новых механизмов, заявил помощник президента, секретарь Госсовета Алексей Дюмин на заседании комиссии Госсовета по поддержке участников СВО.  ""Остаются вопросы, которые связаны с тем или иным характером ( поддержки участников СВО - ИФ ). Вопросов достаточно много, которые требуют регулирования, может быть, еще раз пересмотреть и от чего-то отказаться и внедрить какие-то новые формы механизма поддержки"", - сказал он.  ""Мы с вами должны понимать, что через определенное время категория граждан, речь о которых сегодня идет, а это защитники нашего отечества, увеличится кратно"", - заявил он.  По его словам, в связи с этим все риски и вопросы, которые требуют доработки, необходимо минимизировать.  Дюмин сообщил, что после 20 октября намечено расширенное заседание Госсовета под руково"
423,Песков заявил о готовности РФ содействовать переговорам по иранскому ядерному досье,В России,,,crime_count,crime_count;enterprises_count;international_inflow;international_outflow,,,,enterprises_count;international_inflow;international_outflow,0,3,"Москва. 4 марта. INTERFAX.RU - Пресс-секретарь президента РФ Дмитрий Песков не подтвердил возможность участия президента Владимира Путина в качестве посредника на переговорах США и Ирана по ядерному оружию, но заверил в готовности России в целом содействовать этому процессу.  ""Я не могу подтвердить, но я говорил, что в целом Путин неоднократно говорил, что проблема иранского ядерного досье должна решаться исключительно мирными средствами. Россия, будучи союзником и партнером Ирана, готова делать все возможное, чтобы способствовать этому процессу. Вот о чем идет речь"", - сказал Песков телеканалу ""Звезда"", комментируя сообщения американских СМИ о том, что Путин принял предложение президента США Дональда Трампа быть посредником на переговорах США и Ирана."
430,"Рубио заявил, что сроки и место возможной встречи Трампа и Путина не определены",В мире,,,crime_count,crime_count;international_inflow;international_outflow,,,,international_inflow;international_outflow,0,2,"Москва. 16 мая. INTERFAX.RU - Еще не установлено, когда и где может состояться встреча президентов США и России Дональда Трампа и Владимира Путина, но она является единственным шансом на украинское урегулирование, заявил госсекретарь США Марко Рубио.  ""Учитывая все, что мы знаем, после нескольких месяцев работы над этим, ничего не произойдет, пока президент Трамп не сядет за стол переговоров напротив Владимира Путина"", - сказал Рубио в интервью Fox News.  Он добавил: ""Я пока не знаю, когда и где это произойдет, но на данный момент это действительно единственный шанс""."
455,Лавров встретился с главами МИД Кубы и Доминиканы,В мире,,,,international_inflow;international_outflow;life_expectancy,,,,international_inflow;international_outflow;life_expectancy,0,3,"Москва. 25 сентября. INTERFAX.RU - Глава МИД РФ Сергей Лавров встретился в среду с главами МИД Кубы и Доминиканской республики Бруно Родригесом и Роберто Альваресом.  Встречи прошли ""на полях"" недели высокого уровня Генеральной ассамблеи ООН.  Лавров выразил кубинскому министру соболезнования в связи со смертью заместителя председателя совета министров Кубы, сопредседателя российско-кубинской межправительственной комиссии Рикардо Кабрисаса Руиса, скончавшегося в середине сентября на 89-м году жизни."
484,"В Кремле надеются, что заявления о ядерных испытаниях не скажутся на отношениях с США",В России,,,crime_count,international_inflow;international_outflow,,,crime_count,international_inflow;international_outflow,1,2,"Москва. 5 ноября. INTERFAX.RU - В Кремле надеются, что ситуация вокруг заявлений о возможности ядерных испытаний не окажет влияние на отношения России и США, заявил пресс-секретарь президента РФ Дмитрий Песков.  ""Мы надеемся, что нет. Пока, не имея возможности понять до конца, что имел в виду президент Трамп и, исходя из того, что мы видим, как докладывали нашему президенту, о конкретных действиях американской администрации, у нас возникают сомнения"", - сказал он журналистам, отвечая на вопрос, может ли обмен заявлениями по тематике ядерных испытаний повлиять на отношения России и США.  По его словам, надо сначала изучить ситуацию, и ""будет сформулирована точка зрения о целесообразности начала подготовки к испытаниям, если это будет признано целесообразным"".  ""Но позиция президента Путина абсолютно четкая. Она не терпит двойного трактования, остаемся приверженными нашим обязательствам по"
512,На платформе подтверждения ИТ-компетенций получены уже более 36 тыс. сертификатов,В России,,,,enterprises_count;industrial_production_index;qualified_doctors,,,,enterprises_count;industrial_production_index;qualified_doctors,0,3,"Москва. 29 августа. INTERFAX.RU - Более 36 тысяч сертификатов выдано пользователям на платформе подтверждения IT-компетенций за три месяца ее работы , говорится в сообщении пресс-службы Минцифры.  ""Почти 18 тыс. человек за три месяца успешно прошли тестирование на национальной платформе подтверждения ИТ-компетенций и получили 36,5 тыс. сертификатов"", - говорится в сообщении пресс-служба Минцифры.  По информации министерства, самыми популярными теоретическими направлениями стали: Linux - более 5,6 тыс. сертификатов, API - более 4 тыс. сертификатов, HTML - более 3,5 тыс. сертификатов, JavaScript - более 2,5 тыс. сертификатов и Docker - более 2,4 тыс. сертификатов.  В то же время самыми популярными для сдачи практических навыков стали языки: Python - более 800 сертификатов, SQL - более 450 сертификатов, C# - более 400 сертификатов, Java - более 350 сертификатов, PHP - более 350 сертификатов"
524,Путин назвал отношения с Трампом деловыми и доверительными,В России,,,consumer_price_index;industrial_production_index,consumer_price_index;enterprises_count;international_inflow;international_outflow,,,industrial_production_index,enterprises_count;international_inflow;international_outflow,1,3,"Президент России допустил, что кризис на Украине мог бы не случиться, если бы у Трампа не украли победу в 2020 году  Москва. 24 января. INTERFAX.RU - Президент РФ Владимир Путин заявил, что Россия никогда не отказывалась от контактов с администрацией США, а с президентом Дональдом Трампом у него всегда были деловые и доверительные отношения. Он сказал об этом в интервью ведущему программы ""Москва. Кремль. Путин"" Павлу Зарубину на просьбу прокомментировать заявления Трампа.  ""Президент США сделал много по этому поводу заявлений. Во-первых, хочу сказать, что Россия никогда не отказывалась от контактов с администрацией США. Не наша вина в том, что нынешняя администрация от этих контактов отказалась. А с нынешним президентом США у меня всегда были исключительно деловые, в то же время прагматические отношения и доверительные, я бы сказал"", - сказал Путин.  ""Я не могу не согласиться с ним в то"
561,Госдума утвердила состав делегации для переговоров с конгрессменами США,В России,enterprises_count,,industrial_production_index,consumer_price_index;enterprises_count;international_inflow;international_outflow,,,industrial_production_index,consumer_price_index;international_inflow;international_outflow,1,3,"Москва. 16 февраля. INTERFAX.RU - Встреча депутатов Госдумы с американскими конгрессменами пройдет в США, состав российской делегации уже утвержден, сообщает в понедельник газета ""Известия"" со ссылкой на членов думского комитета по международным делам.  ""Большинство (депутатов) от комитета по международным делам, но будут и представители других комитетов. Больше всего представителей будет от ""Единой России"". Но по международной тематике у нас в Думе нет различия между партиями в подходах к целям и задачам. У нас определяет всю внешнеполитическую деятельность президент"", - заявил изданию первый заместитель председателя комитета Госдумы по международным делам Алексей Чепа.  Он добавил, что во встрече, если она состоится, заинтересованы все комитеты Госдумы. Эту информацию газете подтвердил его коллега, первый заместитель председателя комитета Госдумы по международным делам Дмитрий Новиков."
570,"Лавров отметил важность инициатив, запущенных в ходе председательств РФ и Бразилии в БРИКС",В мире,,,industrial_production_index,enterprises_count;industrial_production_index;international_inflow,,,,enterprises_count;international_inflow,0,2,"Москва. 27 сентября. INTERFAX.RU - Министр иностранных дел России Сергей Лавров на встрече глав внешнеполитических ведомств стран БРИКС на полях недели высокого уровня Генеральной Ассамблеи ООН отметил важность реализации инициатив, запущенных в ходе председательств РФ и Бразилии.  ""С.В.Лавров отметил важность совместной практической реализации инициатив, запущенных в ходе российского и бразильского председательств, включая создание новой инвестиционной платформы, трансграничной платежной инициативы БРИКС, депозитарно-клиринговой инфраструктуры, перестраховочного механизма и зерновой биржи БРИКС"", - говорится в сообщении МИД РФ.  Заседание глав внешнеполитических ведомств стран БРИКС по сложившейся практике было организовано индийской стороной как будущим председателем в Объединении."
577,Морской пассажирский транспорт возобновил работу в Севастополе,В России,,,,industrial_production_index;international_inflow;international_outflow,,,,industrial_production_index;international_inflow;international_outflow,0,3,Москва. 10 сентября. INTERFAX.RU - В Севастопольской бухте возобновилось движение морского пассажирского транспорта после приостановки в среду вечером. Об этом сообщила дирекция по развитию дорожно-транспортной инфраструктуры Севастополя.  Перерыв продлился менее часа.
583,Бельгия не поддержит идею использовать замороженные активы РФ без распределения рисков,В мире,,,consumer_price_index,consumer_price_index;enterprises_count;international_outflow,,,,enterprises_count;international_outflow,0,2,"Москва. 23 октября. INTERFAX.RU - Бельгия не поддержит инициативу ЕС об использовании замороженных активов РФ на поддержку Украины, если европейские страны не разделят с ней риски, которые могут последовать за таким решением, заявил премьер-министр Бельгии Барт де Вевер.  ""Если мы хотим передать эти средства Украине, мы должны делать это все вместе. В противном случае российские ответные меры могут затронуть только Бельгию, а это не очень разумно. Мы - маленькая страна, и ответные меры могут быть очень жесткими"", - сказал он журналистам по прибытии на саммит ЕС в Брюсселе.  По словам премьера, для такого решения ""нужна правовая основа"", но он ее пока не видел. ""Если есть правовая основа, мы хотим двигаться дальше в этой дискуссии"", - подчеркнул он.  Вместе с тем премьер отметил, что ""очень удивится"" в случае принятия подобного плана уже в четверг.  Премьер напомнил, что Бельгия для приня"
607,"Проект закона о наказании для водителей за ""лекарственное опьянение"" принят в I чтении",В России,,hospitals,,crime_count;life_expectancy;mortality_rate,,hospitals,,crime_count;life_expectancy;mortality_rate,1,3,"Москва. 27 мая. INTERFAX.RU - Госдума во вторник приняла в первом чтении правительственный проект закона об административной ответственности для водителей за прием определенных лекарств.  Соответствующий проект закона № 379447-8 предусматривает, что установленная статьей 12.8 и частью 3 статьи 12.27 КоАП административная ответственность наступает не только в случае алкогольного или наркотического опьянения, но и в случае, ""когда по результатам медицинского освидетельствования на состояние опьянения в организме этого лица обнаружились вещества (группы веществ), входящие в состав лекарственных препаратов, ухудшающие внимание и реакцию, но не относящиеся к этиловому спирту, наркотическим средствам, психотропным веществам или их аналогам либо новым потенциально опасным психоактивным веществам, одурманивающим веществам, и установлена совокупность клинических признаков опьянения, возникших всл"
